# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
21ur-13191	WBGene00166679	Y7A9D.36		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13217	WBGene00170694	Y32H12A.10		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
21ur-13226	WBGene00170698	D2092.11		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13227	WBGene00166374	C42C1.17		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13240	WBGene00171582	C49C3.18		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13250	WBGene00174861	C06E7.85		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13251	WBGene00169940	ZK1086.4		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13260	WBGene00168607	F13E6.7		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13267	WBGene00169734	F09E10.12		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13269	WBGene00169814	Y57G11A.159		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13277	WBGene00174239	R10H10.9		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13361	WBGene00168532	Y57G11A.141		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13369	WBGene00165791	VC5.7		0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
21ur-13407	WBGene00170053	F36A4.18		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13408	WBGene00165766	Y45F10D.67		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13423	WBGene00166828	Y105C5A.642		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13441	WBGene00170747	R04B5.12		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13449	WBGene00165091	Y116A8B.34		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13453	WBGene00174339	Y45F10D.136		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13477	WBGene00166925	Y57G11A.113		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13491	WBGene00167819	Y57G11C.681		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-13506	WBGene00172556	Y73F8A.988		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13519	WBGene00165627	F25H5.11		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13546	WBGene00173816	C46G7.100		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13557	WBGene00168960	Y37A1B.221		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13596	WBGene00173041	K10C9.10		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13604	WBGene00171798	Y73B6BL.203		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13619	WBGene00168531	C46G7.61		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13657	WBGene00167465	Y37A1B.201		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13659	WBGene00169712	Y45F10D.94		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13669	WBGene00172173	Y37A1B.286		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13731	WBGene00166494	Y105C5A.622		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13755	WBGene00172143	Y105C5A.1057		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13757	WBGene00173588	CD4.12		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-13759	WBGene00174995	T27E7.76		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13761	WBGene00166672	Y57G11A.110		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13770	WBGene00167182	AC7.29		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13793	WBGene00165457	Y57G11A.90		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13802	WBGene00169695	F17C11.18		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13828	WBGene00166760	C44B7.13		0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13842	WBGene00168015	Y105C5A.724		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13859	WBGene00170171	C52E4.11		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13874	WBGene00169634	F52G2.9		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13882	WBGene00173046	Y57G11C.1002		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-13904	WBGene00171795	F52B11.79		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13913	WBGene00172979	Y37A1A.133		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13929	WBGene00166790	C04G2.13		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13971	WBGene00172456	T27E7.70		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-1398	WBGene00048092	Y105C5B.304		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13985	WBGene00174940	C41C4.13		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13999	WBGene00171159	F32B6.12		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14029	WBGene00173683	F41H10.33		0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14036	WBGene00169595	E03H12.18		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14044	WBGene00165862	Y7A9D.30		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14046	WBGene00167273	B0513.55		0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14060	WBGene00173229	D2096.15		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14078	WBGene00170276	Y57G11C.836		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-14086	WBGene00173714	Y73F8A.1067		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14088	WBGene00168734	Y105C5A.785		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14151	WBGene00168732	C36E6.9		0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14160	WBGene00170645	C46G7.80		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14188	WBGene00167236	H16O14.30		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14194	WBGene00172623	F25E5.17		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14201	WBGene00171935	F21C3.9		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14216	WBGene00173639	F28C6.12		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14221	WBGene00174124	F33H2.9		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14231	WBGene00167587	T14B1.3		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14258	WBGene00167487	W01B6.14		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14273	WBGene00171604	F33D4.10		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14289	WBGene00173664	AC7.70		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14295	WBGene00167449	W01B6.13		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14300	WBGene00170778	F52B11.72		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14310	WBGene00172868	C01B10.38		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14324	WBGene00168616	K01G12.13		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14334	WBGene00168478	Y37A1A.101		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14335	WBGene00172781	Y73F8A.1005		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14342	WBGene00170770	F38A5.17		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14343	WBGene00165016	C06G8.5		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14367	WBGene00174000	T22A3.10		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14375	WBGene00169432	F28F9.6		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14378	WBGene00170380	Y116A8B.65		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14390	WBGene00174816	F52B11.100		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14393	WBGene00171904	Y37A1A.119		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-144	WBGene00047866	Y116A8B.16		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-14414	WBGene00166001	K08B4.14		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14416	WBGene00166038	C23F12.5		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14428	WBGene00165273	Y73B6BL.85		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14449	WBGene00174522	C08B11.10		0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
21ur-1446	WBGene00045605	B0513.13		0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14484	WBGene00166768	C41G7.10		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14507	WBGene00173282	Y57G11A.201		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14522	WBGene00169892	Y73F8A.810		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14559	WBGene00167180	B0513.54		0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14580	WBGene00172088	B0513.76		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14583	WBGene00174558	C46G7.103		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14607	WBGene00169190	Y105C5B.943		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14643	WBGene00174130	F52B11.95		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14645	WBGene00174475	Y116A8B.95		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14649	WBGene00172481	F17C11.19		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14715	WBGene00172598	F28C1.9		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14724	WBGene00174966	F42A10.10		0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-14739	WBGene00170562	C06E7.70		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14745	WBGene00173248	C36E8.8		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14750	WBGene00172268	R106.3		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14752	WBGene00171183	F09F9.6		0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14758	WBGene00166011	C49C3.17		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14760	WBGene00172655	D2013.12		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-1477	WBGene00046922	Y37A1B.56		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14770	WBGene00169377	R10H10.8		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14775	WBGene00169339	C01B10.24		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14797	WBGene00173303	F57B10.15		0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14802	WBGene00174258	Y37A1A.143		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14806	WBGene00167037	T24B8.8		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14807	WBGene00170252	C25A8.7		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14823	WBGene00173055	F21D5.10		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14824	WBGene00168694	C09D1.3		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14829	WBGene00171297	F20D6.14		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14839	WBGene00165567	T27A3.10		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14845	WBGene00174005	C30B5.8		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14856	WBGene00165382	F28F9.5		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14883	WBGene00165867	F52B11.46		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14889	WBGene00165288	R05G6.13		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14900	WBGene00168562	ZK637.16		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14912	WBGene00174214	D1044.9		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14919	WBGene00170704	T06C10.7		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14947	WBGene00172812	Y37A1A.131		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14978	WBGene00170871	C33H5.20		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15000	WBGene00166346	F13B12.8		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15036	WBGene00174043	F01G12.8		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15057	WBGene00172704	T11G6.9		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15058	WBGene00169451	F56E10.5		0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15059	WBGene00169683	Y54G2A.54		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15068	WBGene00165881	D1046.8		0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15093	WBGene00174026	F27E11.5		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15116	WBGene00169757	ZK675.5		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15127	WBGene00168761	W01A8.9		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-1515	WBGene00047898	Y57G11A.39		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15154	WBGene00174504	Y105C5B.1373		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-15176	WBGene00169127	Y7A9D.45		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15182	WBGene00174772	Y105C5A.1250		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-1519	WBGene00050150	Y37A1B.134		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-1520	WBGene00050854	Y73B6BL.84		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15227	WBGene00173946	T27E7.75		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15248	WBGene00170992	F46E10.12		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15258	WBGene00167430	Y37A1B.199		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15283	WBGene00170487	Y116A8B.66		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-1530	WBGene00045707	Y7A9D.4		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15304	WBGene00171507	F52B11.77		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15305	WBGene00167082	Y43D4A.93		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15327	WBGene00172802	F52F12.10		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15334	WBGene00171491	C52D10.103		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-15336	WBGene00172257	E03D2.7		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15355	WBGene00168785	R05H5.9		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15364	WBGene00165714	T27E7.41		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15366	WBGene00172976	Y45F10D.119		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15384	WBGene00165826	K12B6.10		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-154	WBGene00047583	Y41E3.96		0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15405	WBGene00171909	F11E6.16		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15420	WBGene00172600	C01B10.37		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15426	WBGene00168128	Y45F10D.80		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15461	WBGene00172888	Y105C5B.1238		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-15492	WBGene00174872	B0513.89		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15501	WBGene00167411	Y61B8A.5		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15517	WBGene00168449	Y57G11C.724		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-15523	WBGene00173957	C01G6.12		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-15565	WBGene00168438	B0513.62		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15576	WBGene00169072	F40G9.16		0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15579	WBGene00166375	M176.12		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15580	WBGene00174927	R144.14		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15583	WBGene00171984	F13B10.3		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
21ur-15590	WBGene00165213	ZK250.11		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-1560	WBGene00050152	Y105C5A.449		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15622	WBGene00172406	Y32F6B.4		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15628	WBGene00173623	Y37A1B.313		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-15630	WBGene00165356	Y38F2AL.7		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15639	WBGene00167060	C06E4.10		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
21ur-15650	WBGene00172975	Y37A1B.303		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15673	WBGene00171114	T07C4.13		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15679	WBGene00165503	Y116A8B.38		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-1572	WBGene00045645	Y57G11C.64		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-158	WBGene00046466	Y45F10D.25		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-1589	WBGene00047514	Y105C5B.232		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-1598	WBGene00047168	Y45F10D.31		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-1607	WBGene00050873	Y37A1A.72		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-1658	WBGene00047923	F52B11.21		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-1668	WBGene00050411	Y57G11A.79		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-1688	WBGene00046547	AC7.9		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-1717	WBGene00050739	Y45F10D.58		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-1748	WBGene00047773	Y73F8A.226		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21ur-1764	WBGene00049488	H16O14.16		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-1790	WBGene00045985	Y105C5A.82		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-1801	WBGene00048365	C52D10.39		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
