# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
21ur-13102	WBGene00174053	Y105C5B.1331		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13111	WBGene00169881	Y43C5A.8		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13124	WBGene00174250	Y57G11C.1082		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13161	WBGene00167910	Y57G11A.131		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13172	WBGene00169532	Y73B6BL.160		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13191	WBGene00166679	Y7A9D.36		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13214	WBGene00173666	F44E8.37		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13217	WBGene00170694	Y32H12A.10		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13222	WBGene00173707	C08F11.108		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13227	WBGene00166374	C42C1.17		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13235	WBGene00167724	Y105C5B.810		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13238	WBGene00174261	Y51H4A.896		0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13240	WBGene00171582	C49C3.18		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13247	WBGene00172750	K06G5.4		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13269	WBGene00169814	Y57G11A.159		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13272	WBGene00171547	Y51H4A.744		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13274	WBGene00170152	M18.10		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13282	WBGene00170870	ZK354.14		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13288	WBGene00173414	Y47H9B.3		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13333	WBGene00166531	Y73B6BL.113		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13356	WBGene00168980	F46F2.6		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13358	WBGene00172652	AC7.64		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13361	WBGene00168532	Y57G11A.141		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13369	WBGene00165791	VC5.7		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
21ur-13399	WBGene00172828	B0350.57		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13408	WBGene00165766	Y45F10D.67		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13449	WBGene00165091	Y116A8B.34		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-1345	WBGene00045924	Y57G11A.10		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13458	WBGene00168534	Y105C5B.885		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13477	WBGene00166925	Y57G11A.113		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13491	WBGene00167819	Y57G11C.681		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-13519	WBGene00165627	F25H5.11		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13557	WBGene00168960	Y37A1B.221		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13561	WBGene00166535	F58F6.8		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13574	WBGene00167108	Y105C5A.666		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13586	WBGene00171331	C06A8.12		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-13615	WBGene00165633	H06H21.15		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13618	WBGene00166865	C08F11.62		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13657	WBGene00167465	Y37A1B.201		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13678	WBGene00170301	ZK381.21		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13688	WBGene00173034	ZK381.29		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13751	WBGene00172169	F56D12.7		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13757	WBGene00173588	CD4.12		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13759	WBGene00174995	T27E7.76		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13761	WBGene00166672	Y57G11A.110		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13770	WBGene00167182	AC7.29		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13782	WBGene00168589	F56D5.11		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13793	WBGene00165457	Y57G11A.90		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13802	WBGene00169695	F17C11.18		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-13804	WBGene00168182	C34G6.8		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13808	WBGene00174886	ZK637.17		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13834	WBGene00167881	Y51H4A.561		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13852	WBGene00170273	Y73B6BL.173		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13859	WBGene00170171	C52E4.11		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13882	WBGene00173046	Y57G11C.1002		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-13890	WBGene00167098	C06E7.55		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13913	WBGene00172979	Y37A1A.133		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13949	WBGene00174081	Y67A10B.4		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13952	WBGene00173378	C36E8.9		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13971	WBGene00172456	T27E7.70		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-13972	WBGene00173970	Y73F8A.1090		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14000	WBGene00167756	Y73F8A.675		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14036	WBGene00169595	E03H12.18		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14044	WBGene00165862	Y7A9D.30		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14046	WBGene00167273	B0513.55		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14053	WBGene00167875	Y105C5B.825		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-14059	WBGene00174909	F46F2.7		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-14060	WBGene00173229	D2096.15		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14078	WBGene00170276	Y57G11C.836		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14079	WBGene00169649	C33A12.24		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14082	WBGene00166674	Y73F8A.617		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14085	WBGene00169107	R08C7.15		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14097	WBGene00173862	C18A11.9		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14149	WBGene00170526	Y105C5A.938		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14150	WBGene00166549	B0414.9		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14151	WBGene00168732	C36E6.9		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14194	WBGene00172623	F25E5.17		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14199	WBGene00167024	C42D4.14		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14201	WBGene00171935	F21C3.9		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14209	WBGene00173764	B0350.61		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14216	WBGene00173639	F28C6.12		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14221	WBGene00174124	F33H2.9		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14229	WBGene00168667	Y51H4A.599		0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14265	WBGene00170161	F44E8.29		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14271	WBGene00168247	W03F8.48		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14273	WBGene00171604	F33D4.10		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14289	WBGene00173664	AC7.70		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14300	WBGene00170778	F52B11.72		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14319	WBGene00171382	C02B10.59		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14334	WBGene00168478	Y37A1A.101		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14342	WBGene00170770	F38A5.17		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14358	WBGene00172218	Y43C5A.9		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14367	WBGene00174000	T22A3.10		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14375	WBGene00169432	F28F9.6		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14378	WBGene00170380	Y116A8B.65		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14393	WBGene00171904	Y37A1A.119		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-144	WBGene00047866	Y116A8B.16		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14438	WBGene00166269	B0222.12		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14449	WBGene00174522	C08B11.10		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-1446	WBGene00045605	B0513.13		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14504	WBGene00173396	Y105C5B.1275		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-14507	WBGene00173282	Y57G11A.201		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14557	WBGene00170674	F44E8.33		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14559	WBGene00167180	B0513.54		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14580	WBGene00172088	B0513.76		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14641	WBGene00165495	Y73F8A.542		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14645	WBGene00174475	Y116A8B.95		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14649	WBGene00172481	F17C11.19		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14659	WBGene00169485	D2024.13		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14689	WBGene00173327	F53B2.12		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14700	WBGene00166424	F53F1.12		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14742	WBGene00165439	T10E9.10		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14748	WBGene00169732	B0350.46		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14750	WBGene00172268	R106.3		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14752	WBGene00171183	F09F9.6		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-1477	WBGene00046922	Y37A1B.56		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14785	WBGene00167244	ZK1236.10		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14797	WBGene00173303	F57B10.15		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-14802	WBGene00174258	Y37A1A.143		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14804	WBGene00172874	Y105C5B.1237		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14806	WBGene00167037	T24B8.8		0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14807	WBGene00170252	C25A8.7		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14808	WBGene00166222	ZK1067.9		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14824	WBGene00168694	C09D1.3		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14836	WBGene00167225	F44E8.24		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14842	WBGene00165965	F11E6.12		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14856	WBGene00165382	F28F9.5		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14898	WBGene00173182	Y73F8A.1037		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-1490	WBGene00049485	Y73F8A.382		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14900	WBGene00168562	ZK637.16		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14909	WBGene00168344	C36A4.13		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14916	WBGene00173508	F45E4.13		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-14936	WBGene00173193	Y57G11C.1012		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14940	WBGene00173036	Y73F8A.1027		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14947	WBGene00172812	Y37A1A.131		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14981	WBGene00167652	F26A3.9		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15000	WBGene00166346	F13B12.8		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15009	WBGene00169882	Y10G11A.56		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15013	WBGene00167728	C35B8.5		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15015	WBGene00169957	Y105C5B.1002		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-15036	WBGene00174043	F01G12.8		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15053	WBGene00166138	Y105C5A.594		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15058	WBGene00169451	F56E10.5		0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15059	WBGene00169683	Y54G2A.54		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15062	WBGene00173980	F44E8.39		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15068	WBGene00165881	D1046.8		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15093	WBGene00174026	F27E11.5		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15096	WBGene00166086	Y105C5B.688		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15106	WBGene00173440	Y105C5A.1158		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15108	WBGene00167193	C15A11.8		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15115	WBGene00174211	R09F10.12		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15116	WBGene00169757	ZK675.5		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-1515	WBGene00047898	Y57G11A.39		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15170	WBGene00171086	Y51H4A.712		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15173	WBGene00167304	Y59E9AL.18		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15176	WBGene00169127	Y7A9D.45		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15227	WBGene00173946	T27E7.75		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15252	WBGene00173147	Y105C5A.1134		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15264	WBGene00167898	Y43H11AL.4		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-15277	WBGene00172552	Y105C5A.1093		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15283	WBGene00170487	Y116A8B.66		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-1530	WBGene00045707	Y7A9D.4		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15327	WBGene00172802	F52F12.10		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15334	WBGene00171491	C52D10.103		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15345	WBGene00166725	Y51H4A.499		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15347	WBGene00166566	Y73F8A.608		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15364	WBGene00165714	T27E7.41		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15371	WBGene00165859	Y51H4A.446		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15381	WBGene00173092	Y105C5B.1253		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15386	WBGene00172654	W09G3.9		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-154	WBGene00047583	Y41E3.96		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15414	WBGene00173578	C17H12.29		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15425	WBGene00171040	F18C5.11		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15426	WBGene00168128	Y45F10D.80		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15459	WBGene00174748	Y57G11A.224		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-1547	WBGene00050529	Y105C5B.566		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-15492	WBGene00174872	B0513.89		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15496	WBGene00172093	C10G11.11		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15501	WBGene00167411	Y61B8A.5		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15517	WBGene00168449	Y57G11C.724		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-15523	WBGene00173957	C01G6.12		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15533	WBGene00165279	C06E7.47		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15535	WBGene00174200	C08F11.110		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15536	WBGene00169891	F42G10.3		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15550	WBGene00173560	W09C2.6		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15563	WBGene00169521	F56H1.9		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15565	WBGene00168438	B0513.62		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15576	WBGene00169072	F40G9.16		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15583	WBGene00171984	F13B10.3		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15588	WBGene00168399	Y38F2AR.15		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15590	WBGene00165213	ZK250.11		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15606	WBGene00172445	H04M03.63		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15628	WBGene00173623	Y37A1B.313		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15630	WBGene00165356	Y38F2AL.7		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15639	WBGene00167060	C06E4.10		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
21ur-15641	WBGene00166888	ZC477.12		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-15642	WBGene00170275	F44E8.30		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15650	WBGene00172975	Y37A1B.303		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15673	WBGene00171114	T07C4.13		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-15679	WBGene00165503	Y116A8B.38		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-1569	WBGene00048592	Y105C5B.368		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-1572	WBGene00045645	Y57G11C.64		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-158	WBGene00046466	Y45F10D.25		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-1598	WBGene00047168	Y45F10D.31		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-16	WBGene00050690	Y105C5B.587		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
21ur-1600	WBGene00046564	C08F11.25		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-1607	WBGene00050873	Y37A1A.72		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-1637	WBGene00050357	Y105C5A.467		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
21ur-1658	WBGene00047923	F52B11.21		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-1668	WBGene00050411	Y57G11A.79		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
