# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
21ur-13751	WBGene00172169	F56D12.7		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
21ur-13759	WBGene00174995	T27E7.76		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-13802	WBGene00169695	F17C11.18		0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
21ur-13828	WBGene00166760	C44B7.13		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-13859	WBGene00170171	C52E4.11		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-13874	WBGene00169634	F52G2.9		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-13882	WBGene00173046	Y57G11C.1002		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-13939	WBGene00167028	ZC477.14		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-13971	WBGene00172456	T27E7.70		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-13999	WBGene00171159	F32B6.12		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-14029	WBGene00173683	F41H10.33		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14044	WBGene00165862	Y7A9D.30		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-14046	WBGene00167273	B0513.55		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
21ur-14060	WBGene00173229	D2096.15		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
21ur-14078	WBGene00170276	Y57G11C.836		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-14085	WBGene00169107	R08C7.15		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14086	WBGene00173714	Y73F8A.1067		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14096	WBGene00169850	C31H1.64		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14105	WBGene00169908	Y105C5A.890		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14135	WBGene00172734	C49A9.30		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
21ur-14151	WBGene00168732	C36E6.9		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14188	WBGene00167236	H16O14.30		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-14194	WBGene00172623	F25E5.17		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14199	WBGene00167024	C42D4.14		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-14216	WBGene00173639	F28C6.12		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14229	WBGene00168667	Y51H4A.599		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-14231	WBGene00167587	T14B1.3		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14265	WBGene00170161	F44E8.29		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14271	WBGene00168247	W03F8.48		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14319	WBGene00171382	C02B10.59		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14321	WBGene00168048	Y105C5A.727		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14334	WBGene00168478	Y37A1A.101		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14335	WBGene00172781	Y73F8A.1005		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-1434	WBGene00048956	F13G11.39		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14342	WBGene00170770	F38A5.17		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-14353	WBGene00169631	F40F9.12		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-14365	WBGene00173586	Y57G11A.205		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14378	WBGene00170380	Y116A8B.65		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-144	WBGene00047866	Y116A8B.16		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14414	WBGene00166001	K08B4.14		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-14449	WBGene00174522	C08B11.10		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-1446	WBGene00045605	B0513.13		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
21ur-14481	WBGene00167505	B0273.57		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
21ur-14522	WBGene00169892	Y73F8A.810		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-14531	WBGene00166520	F57B7.5		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14557	WBGene00170674	F44E8.33		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-14559	WBGene00167180	B0513.54		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
21ur-14570	WBGene00172133	Y42H9AR.6		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14580	WBGene00172088	B0513.76		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14582	WBGene00174140	F28F5.7		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14645	WBGene00174475	Y116A8B.95		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-14649	WBGene00172481	F17C11.19		0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
21ur-14650	WBGene00166087	F56H1.8		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14672	WBGene00173998	C49A9.34		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
21ur-14691	WBGene00173961	Y57G11A.212		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-14704	WBGene00169292	C15F1.11		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
21ur-14724	WBGene00174966	F42A10.10		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-14731	WBGene00165013	ZC477.11		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-14742	WBGene00165439	T10E9.10		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-14750	WBGene00172268	R106.3		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14752	WBGene00171183	F09F9.6		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
21ur-14753	WBGene00174468	W01A11.9		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14771	WBGene00172153	Y105C5A.1058		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-14780	WBGene00174054	R01H10.9		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14781	WBGene00174913	W03F8.66		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14785	WBGene00167244	ZK1236.10		0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
21ur-14801	WBGene00169989	W03F8.54		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-14802	WBGene00174258	Y37A1A.143		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14806	WBGene00167037	T24B8.8		0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
21ur-14808	WBGene00166222	ZK1067.9		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14824	WBGene00168694	C09D1.3		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-14833	WBGene00170884	C44E4.9		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14836	WBGene00167225	F44E8.24		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14909	WBGene00168344	C36A4.13		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14912	WBGene00174214	D1044.9		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-14916	WBGene00173508	F45E4.13		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-14936	WBGene00173193	Y57G11C.1012		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14947	WBGene00172812	Y37A1A.131		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-14978	WBGene00170871	C33H5.20		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
21ur-14981	WBGene00167652	F26A3.9		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-15000	WBGene00166346	F13B12.8		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-15001	WBGene00170615	F49E2.6		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-15036	WBGene00174043	F01G12.8		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
21ur-15058	WBGene00169451	F56E10.5		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-15062	WBGene00173980	F44E8.39		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-15068	WBGene00165881	D1046.8		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
21ur-15078	WBGene00171621	Y38H8A.9		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15093	WBGene00174026	F27E11.5		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15101	WBGene00173848	T24A6.22		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15110	WBGene00167454	Y57G11A.123		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15116	WBGene00169757	ZK675.5		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-15173	WBGene00167304	Y59E9AL.18		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-15176	WBGene00169127	Y7A9D.45		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-15227	WBGene00173946	T27E7.75		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-15283	WBGene00170487	Y116A8B.66		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-1530	WBGene00045707	Y7A9D.4		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-15327	WBGene00172802	F52F12.10		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15334	WBGene00171491	C52D10.103		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15338	WBGene00169705	Y57G11A.156		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-15364	WBGene00165714	T27E7.41		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-15369	WBGene00168749	H04M03.43		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
21ur-15405	WBGene00171909	F11E6.16		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-15426	WBGene00168128	Y45F10D.80		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-15446	WBGene00167355	C49A9.23		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
21ur-15492	WBGene00174872	B0513.89		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15496	WBGene00172093	C10G11.11		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
21ur-15501	WBGene00167411	Y61B8A.5		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-15517	WBGene00168449	Y57G11C.724		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
21ur-15532	WBGene00166911	ZC477.13		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-15535	WBGene00174200	C08F11.110		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15550	WBGene00173560	W09C2.6		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15563	WBGene00169521	F56H1.9		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
21ur-15565	WBGene00168438	B0513.62		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15583	WBGene00171984	F13B10.3		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
21ur-15588	WBGene00168399	Y38F2AR.15		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-15590	WBGene00165213	ZK250.11		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15591	WBGene00172029	K09B11.17		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-15611	WBGene00173249	H04M03.70		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-15635	WBGene00172693	Y105C5A.1103		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-15642	WBGene00170275	F44E8.30		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-15679	WBGene00165503	Y116A8B.38		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-1572	WBGene00045645	Y57G11C.64		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
21ur-158	WBGene00046466	Y45F10D.25		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-1598	WBGene00047168	Y45F10D.31		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-1600	WBGene00046564	C08F11.25		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-1607	WBGene00050873	Y37A1A.72		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-1667	WBGene00048222	Y57G11A.46		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-1672	WBGene00049759	C08F11.51		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-1682	WBGene00046973	Y105C5A.167		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-1717	WBGene00050739	Y45F10D.58		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-1736	WBGene00048695	Y105C5A.322		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-1748	WBGene00047773	Y73F8A.226		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-1764	WBGene00049488	H16O14.16		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-1801	WBGene00048365	C52D10.39		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-1802	WBGene00049190	F44E8.13		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-1820	WBGene00050322	Y105C5A.465		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-187	WBGene00046652	C10G6.5		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-1878	WBGene00045780	F13G11.6		0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
21ur-1881	WBGene00046028	Y51H4A.64		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-1898	WBGene00049192	F55B11.42		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-1908	WBGene00050824	C10G6.21		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-1968	WBGene00046237	Y57G11A.13		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-198	WBGene00045649	H04M03.15		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
21ur-2044	WBGene00048919	Y57G11C.320		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
21ur-2121	WBGene00048377	C02B10.20		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-2138	WBGene00050852	F44E8.15		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-2142	WBGene00046461	Y7A9D.10		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-2189	WBGene00045711	W03F8.12		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-2219	WBGene00050109	Y73F8A.432		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-223	WBGene00049710	H16O14.18		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-2242	WBGene00050617	Y45F10D.57		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-2263	WBGene00049163	Y57G11C.344		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-2301	WBGene00048101	Y57G11C.260		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
21ur-2323	WBGene00050251	Y105C5A.460		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-2352	WBGene00049582	Y37A1A.50		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-2366	WBGene00048880	Y51H4A.257		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-2367	WBGene00049077	Y105C5A.357		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-2390	WBGene00047151	Y45F10D.30		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-2402	WBGene00046148	C31H1.13		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-2410	WBGene00046450	Y7A9D.9		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-2424	WBGene00046012	Y57G11C.86		0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
21ur-2437	WBGene00048883	Y57G11A.58		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-2448	WBGene00046014	W03F8.14		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-2494	WBGene00047738	Y57G11A.36		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-252	WBGene00048876	Y73F8A.322		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-2543	WBGene00048599	Y57G11C.301		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
21ur-2587	WBGene00045825	Y105C5A.64		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-2666	WBGene00048374	Y37A1A.37		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-2667	WBGene00046738	Y73F8A.144		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-2671	WBGene00048010	Y57G11A.41		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-27	WBGene00048375	B0513.28		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-2719	WBGene00045838	Y57G11A.9		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-2747	WBGene00049420	Y57G11C.363		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-2748	WBGene00050287	Y37A1A.65		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-2797	WBGene00047536	H04M03.23		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-2798	WBGene00048259	W03F8.25		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-2806	WBGene00049081	Y73F8A.342		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-2835	WBGene00049928	Y51H4A.332		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-2855	WBGene00047695	Y37A1A.23		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-2858	WBGene00049705	Y57G11C.388		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
21ur-2864	WBGene00049644	T27E7.32		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-2877	WBGene00047716	Y37A1A.24		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-2899	WBGene00047761	F44E8.11		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-2903	WBGene00046265	Y7A9D.8		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-2918	WBGene00045597	Y57G11C.61		0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
21ur-2941	WBGene00045952	Y116A8B.6		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-2973	WBGene00049930	Y73F8A.411		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-2975	WBGene00045854	Y73F8A.74		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-2982	WBGene00047852	C31H1.25		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-3029	WBGene00047983	T27E7.24		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-3114	WBGene00046362	Y57G11A.17		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-3188	WBGene00047966	C08F11.40		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-3189	WBGene00046280	C52D10.21		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-3203	WBGene00049340	B0513.35		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-3211	WBGene00048194	W03F8.23		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-3229	WBGene00049506	Y45F10D.46		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-3237	WBGene00046823	Y57G11C.140		0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
21ur-3270	WBGene00048266	F13G11.32		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-3280	WBGene00045537	F44E8.2		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-3309	WBGene00049477	Y105C5A.398		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-3333	WBGene00050189	F55B11.52		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-3354	WBGene00046842	Y57G11A.25		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-3357	WBGene00049004	Y45F10D.44		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-3387	WBGene00048267	B0513.26		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
21ur-3416	WBGene00047848	C31H1.24		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-3424	WBGene00046702	Y7A9D.11		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-3425	WBGene00045950	Y7A9D.7		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-3433	WBGene00046352	F44E8.7		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-3434	WBGene00045916	Y7A9D.6		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-3450	WBGene00050633	Y116A8B.33		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-3451	WBGene00050069	T27E7.34		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-3457	WBGene00047119	Y7A9D.12		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-346	WBGene00047260	Y57G11A.31		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-3473	WBGene00046995	Y57G11A.28		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-3500	WBGene00047756	B0513.23		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-3504	WBGene00050797	Y73F8A.495		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-3510	WBGene00045679	F44E8.4		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-3540	WBGene00047747	F13G11.26		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-3588	WBGene00050571	Y37A1A.69		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-3636	WBGene00047017	B0513.19		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21ur-3667	WBGene00048625	C52D10.43		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21ur-3682	WBGene00046192	H04M03.18		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
21ur-3685	WBGene00049074	Y116A8B.22		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21ur-3706	WBGene00047243	Y7A9D.13		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
